User,Comment,Date,Comment_ID,User_Tagging,User_Tagging_Link
Cookie Belmonte,"Bought this with my money and I am happy. So, yeah.",Jul/2/19 2,2331549233827250,,
Shawn Ang,Money may not necessarily 'buy' happiness. But the lack of money is often the source of unhappiness.  Work backwards :p,Jul/2/19 2,2331131350535705,,
WZ Toh,钱不可以看得太重，也不能看得太轻！,Jul/1/19 1,2330894793892694,,
王元,"The problem with happiness is that it can be tricky.  You're right that money can ""buy"" the things that can provide us comfort , meanwhile it also can't buy happiness.  However, when you mentioned you need to work to get the money to buy yourself the things that you wanted, like fulfilling your dream, have you realized that some may be miserable while working for so long to achieve their dream ? Not all of us have the luxury to do something we love and make it our source of income at the same time.  Isn't it ironic? People sacrificing their happiness to obtain happiness? That's very contradicting. This is when you should draw the line and tell yourself , is it worth it to keep pursuing your dream , if the process is already killing you slowly ?",Oct/18/19 18,2416815098633996,,
Elliott Fields,"Happiness is not a goal or objective to be obtained. If your happiness is contingent on anything external then it is not happiness, but pleasure seeking and pain mitigation.",Jul/3/19 3,2332228200426020,,
Aljon Yap,"It's close enough. Money can help bring happiness. I love food and travelling so without money, it is impossible to eat and travel.",Jul/2/19 2,2331501550498685,,
Ahmad Azfar Azhar,"While it's true money can't buy happiness, it can secure happiness",Jul/2/19 2,2331221170526723,,
Rika Kiroshi,"I do see money can make other people happy.   But I see many rich people has a broken family. Or shitty family. Money can also break someones brain. Greed. In a year they spend 1 or 3 weeks or days with their family. They don't find joy by spending time with their love ones. Even on day offs, still working. To those who has a rich family and a happy family. Take care of it. Yours are rare.",Jul/3/19 3,2332312983750875,,
Alex Loy,"Money can't buy happiness becos your freking wife controls many things. The key to happiness is not get married., Then the money can be used properly",Jul/3/19 3,2331801203802053,,
James Yu,"in short... Money can buy Comfort... but not unique stuff like true love.. faith self devotion and stuff.... u cant buy someone to love you wholeheartedly... thats just fake love... like for some sort.. some guys spend thousands of cash just to give something to someone ending up being rejected and crying at the end...  you cant force people to be happy on ""just money"".. that is why you have to be happy on what you ha e and make the best out of it..",Jul/3/19 3,2331907690458071,,
JH Tan,"This post is mostly correct but missing something.  Money is a media, it can buy the thing or let you have the ability to do the thing that makes you happy.It can't directly buy happiness. It is the thing or experience that makes you happy not the money. We live in this world where everything is tie to money which cause my the money system. Obviously this money system have to be improve, it has a lot of cons rather than pros, few of the richest man can control the world/financial crisis /extreme poverty etc.  And I'm talking about the Third World country where you can't really do anything get out of proverty. We are talking about lifestyle,dream and happiness here ,but they don't even know where can they find their next meal.  Conclusion : ya I love money and I gonna makes more to accomplish my goal but at the same time I'm wondering why we live in this world with the system that makes money can solve most the problem.",Jul/3/19 3,2331441407171366,,
Yudhistira Gilang Praditya,one of my source of happiness is toys  money can buy toys  for me it's close enough,Jul/2/19 2,2330993857216121,,
Mayson Low,Great story but most importantly i had no money to pay my rent tomorrow...,Jul/6/19 6,2334361150212725,,
Pakvalit Kurkoon,"People say ""money can't buy time."" At least you can buy well mature fruits instead of growing them yourself.",Jul/7/19 7,2335080826807424,,
Alwin Wong,"You mean: Money can smoothen your life in this capitalistic world.  Cause in the capitalistic world, everything is designed to revolve around  and/or intertwined with money.   Including happiness, or part thereof, whichever and however one defines 'happiness'.",Jul/2/19 2,2330969043885269,,
Pratama M.,"these two things are very complicated when discussed, but the fact is that money cannot buy happiness,  but that can be changed by someone's decision  basically all of that depends on the decisions of others",Jul/6/19 6,2334631086852398,,
Rahul Nigam,"Marketing money 😄. Biologically one only needs good food, sleep, health, family and friends. Rest illusion created by society and peer pressure. Nothing wrong with that but it's a good realization.",Jul/2/19 2,2331543523827821,,
Sulaiman Daud,"I mean, no one who was poor ever said ""Money can't buy happiness."" I'm broke af and money would make me very happy.",Jul/2/19 2,2331301900518650,,
Erikson Lontoc Legaspi,"In short, money, if used virtuously, can be a means to happiness.",Jul/5/19 5,2333751223607051,,
Lily Purri,"There’s a difference between being “happy and poor” and being “happy in good human conditions”. People only dream to be happy in good human conditions not in poverty.   In third worlds, Poor people use money to buy their freedom, get into safety, have access to education, healthcare, etc. —because these things aren’t free for them.   If you know how to treat money with respect, it could bring you happiness.",Jul/3/19 3,2331865773795596,,
Noelle Yoga,Who said Money cannot buy Happiness? That is a big fat lie 😡,Jul/4/19 4,2332836237031883,,
Melissa Lee,"Money can buy happiness fulfilled by material comfort, but money cannot buy happiness that could only be satisfied through intellectual and emotional fulfillment",Jul/7/19 7,2335298310119009,,
Jeremy Anandajoo,“mOnEY CaNnoT BuY HaPpYNeSS” - people who procastinate overthrowing the bourgeoisie.,Jul/3/19 3,2331850197130487,,
Novian Austin,"yeah, we can buy meth if you think dopamine is somekind of happiness you're searching for, man.. i was wondering if chester bennington knows that money can give him happiness , yet he still..",Jul/10/19 10,2337584199890420,,
Yukie Sonozaki,Id like one of that Marshmallow please.,Jul/2/19 2,2330976110551229,,
Gung Krisna,"And some of them uses the poor peoples as their example for ""money can't buy happiness""",Jul/2/19 2,2331672393814934,,
Muhammad Nazir Fadzil,THIS IS HILARIOUS. Joke of the day! #sarcasm 🤣,Jul/2/19 2,2331207610528079,#sarcasm,/hashtag/sarcasm?refid=52&ref=104&__tn__=R
Ahmad Dedy Setiyo,It's really awesome dude.. I hopefully can read another comics with another issues from you,Jul/2/19 2,2331348023847371,,
Richard Lie,,Jul/2/19 2,2331222473859926,,
Aroli Marcellinus,"But still you are contradicting the 'simple life' principle and 'work more if you want achieve more' principle. If that so, why you put that useless simple life principle, then?",Jul/1/19 1,2330912563890917,,
Harper Zheng,"While love can not be bought by money directly. They are intrinsically affected by your money. I mean for one, Kim K will never faced the dilemma of whether to support her mom financially or not since she and her husband are multi-millionaires, and her mom is also a multi-millionaire. Another, with money you can afford to sent your trouble kids to therapists. Who can advice you better approach for your child so you don’t make them hate you forever.",Jul/2/19 2,2331001650548675,,
Ignatius N Sutirto,Those who deny this cartoon surely never heard about Magic The Gathering 😜,Jul/1/19 1,2330914537224053,,
Rezkian Adithya,I believe what money can buy is enjoyment not happiness,Jul/2/19 2,2331206863861487,,
Joshua Alano,"Also... Money isnt the root of Evil. Because the User decides wjat he will do to the money. Money dont decide its faith, people do. So Spend wisely.",Jul/5/19 5,2333743766941130,,
王财,That's because your money is not enough...,Jul/2/19 2,2331570320491808,,
Dave Ganesan,I want an irregular segment starring the marshmallow,Jul/1/19 1,2330908217224685,,
Andrea Louise,Besides  that is just a baby boomer concept.,Jul/6/19 6,2334692310179609,,
Iwan Limansantoso,Money can't buy happiness. But only make you life more easier.,Jul/3/19 3,2332058387109668,,
