User,Comment,Date,Comment_ID
The Woke Salaryman,Just to be clear: we are not against FAs sharing our content. FAs are also an important part of the financial ecosystem and there are amazing FAs and really crummy ones. Just please don't save out and repost as your own album.,27/Aug/19 Aug,2372328639749309
Weinye Chen,"I am a webcomic artist and have this similar problem. I've made this PSA and have posted it several times (I'll post it every 6 months maybe) and it has helped educate my audience/readers/online passer-bys of my page. It has helped my page immensely and now, this happens to me mucccch less. It is true that some people who do this don't give a damn (and that's truly a shame) but, most people actually don't know that there is an etiquette when it comes to this. Also, I have learned that a lot of people don't tend to read a body of text and would pay more attention to imagery. That's why I chose to make this PSA in this format. I hope that those people will choose to be more responsible with your content in the future too! All the best. Love your work!",26/Aug/19 Aug,2372275993087907
Maybel Heng,"As a Financial Consultant myself, i must say I do not condone such behaviour which the other FA are doing. Its like plagiarism. What you have done is great work which need to be shared from the original source. We can't stop the black sheeps in the industry from doing what is not right but I hope your message can put across to them to stop doing what it's wrong.",26/Aug/19 Aug,2372289153086591
Alief Gusti,"I'm not a FA and I ever shared and translate your post once on my instagram stories, tagging @thewokesalaryman insta account on the story. My question is, am I wrong? Then how to make it right? I never claimed the artworks, always write ""credits to the artist"" or such, and if someone asks me about the content, I always refer them to your page. I translate your panels (with the original text still there) in order to spread the woke and knowledge. I'm a translator myself too so I think my translation is quite delivering enough   So what's your thoughts on my case? I'd like to support you without hurting you. If you need assistance to write in Indonesian language, I'd be happy to help  Hope you reply this, and thanks for the posts. Stay woke",27/Aug/19 Aug,2372345616414278
Fabian Reyes Jr.,"Hi, since you are conveying your knowledge and good intentions in a public social media platform, for you and your work will not be used by others for their own benefit, may I suggest that you introduce your own character with a name that will symbolize your page. No matter who grab and post your work will automatically give credit to you cause its your character who is there. If the content is what people are translating, it would be hard to go each and everyone cause they can say that its their own idea as well. But if the main idea and focus of your intentions as an advocate is for people to be educated like you being a woke salary man, i think let the good deed you imparted do the job to bring you sponsors and people to help you grow your network. I hope you will not stop sharing the wisdom you have for people who wants to be awaken here in social media. God bless and more power to your page ❤️❤️❤️",26/Aug/19 Aug,2372305986418241
Liyin Lim,"You should acquire copyrighted rights and sue them when they use your comics, and get the compensation. The costs taken for graphic designer & digital marketing team to come up with the comic is equivalent.",27/Aug/19 Aug,2372613779720795
Wenhui Tay,I really appreciate the candor and sincere message. Truly hope that this appeals to the better nature of the perpetuators and becomes a non-issue,26/Aug/19 Aug,2372278309754342
Chegu Thamrin,Hi. I’d love to assist in writing for the Malay community in Malay Language. 🙏🏼,26/Aug/19 Aug,2372292249752948
Karthik Sundram,"Some Insurance agents and so called ""financial planners"" looking to get their commission will use any means to further their agenda. Including plagiarism. Sad",26/Aug/19 Aug,2372274699754703
Carlos Dimacuha,"I really like your work. It’s not hust an eye-opener, it’s also inspiring. It’s not surprising that people like it and share it. Be that as it may, it’s totally unacceptable for someone else’s content to be passed of as their own. It’s just plain theft. I hope you guys resolve this and get the credit that is due to you. Please keep up the great work.",27/Aug/19 Aug,2372541829727990
Irma Syafiqah Mahat,I think the majority still does not understand tht artists takes time and effort to create art. They only see the end result. But kudos to you! Will report if i see any stolen art or images ^^,27/Aug/19 Aug,2372521813063325
Jasx Teo,yes I agree! this is call Intellectual Property Rights and pure plagarism!! I will point out and link back to you guys for action to be taken! I cannot believe companies are doing that.Shame on them!,28/Aug/19 Aug,2373698552945651
Mark Morfe,Its best if you could add a digital signature (watermark) to each of your page so they cannot steal your work and treat it as their own.,25/Oct/19 08:17,2424199867895519
Mark Fairellart,https://www.facebook.com/DennyHandoko.ST/posts/2647938981894847,Saturday/at/19 10:39,2425334934448679
Jonathan Poon,I think you can add a PSA to each release as part of the comic,27/Aug/19 Aug,2372578093057697
XiangRen Tan,"I think it is quite common people do that; especially people like to steal art works of artist 👩‍🎨 . Some even print it on t-shirts and bags and claim that the design is there own and make profit out of it!  The only way to stop this is not to post it on Facebook, else it is very hard to stop people from copying! I think that they feel that it is very well drawn that is why they copy it.  Apply for copyright or trademark... or create watermark in every drawing ✍️ v tedious, but very useful. But people will still copy in this century!  I just feel that the only way a responsible and respectable human that wants to use your work, is to at least inform you and do collaborations with you and award you for the hard work.  It is just like how people collect the KTV charges each time their song is being sang in KTV",26/Aug/19 Aug,2372287803086726
Caroline Ng,"I love the drawings, so cute & creative",27/Aug/19 Aug,2372759873039519
Ko Yang Zhi,"On the bright side... If people plagarise your content, it means you guys are doing really awesome work!",27/Aug/19 Aug,2372319943083512
Jerry JL,Watermark your art. And fellow followers pls report intellectual property infringement if spotted!,26/Aug/19 Aug,2372297179752455
Hime Kang,What we can do is report if we see your stuff being posted by others under their own acct. Unfortunately that's the downside of internet... all the best guys!,27/Aug/19 Aug,2372351919746981
Tim Kern,"People love your work so much that they are translating it themselves in order to share it with others, and you are threatening them with banning. Hope you are enjoying your 9 to 5.",16/Sep/19 Sep,2388486721466834
Denise Kristi,"I love you work , and I’m happy to help if you need to translate in Indonesian 😁😊 Jia you",27/Aug/19 Aug,2372870993028407
Adrian Tan,Watermark your work. Links to your page. Numbered pages so ppl dont put it out of context.  Exposure dont put meals on the table.,26/Aug/19 Aug,2372280946420745
Ryan Tan,That a hard battle against leechers. Most of them use your content to generate income for their page.,26/Aug/19 Aug,2372274659754707
