User,Comment,Date,Comment_ID
Thrive Hive Life Coaching Philippines,I love your work and I share them on my page.,12/Aug/19 Aug,2361413520840821
Joseph Tan,Great job done!,12/Aug/19 Aug,2361419467506893
Wong YH William,"Should had stick to the original ""over 9,000"" 😁  Maybe now aim for 90,000? 💪",12/Aug/19 Aug,2361420647506775
Louisecille Masil,Well deserved! Congratulations :) your work is an eye opener to everyone. Very informative and inspiring. Keep it up! 🎉👏😊,12/Aug/19 Aug,2361443347504505
Jayson Lee,Great work and looking forward to your next post :D:D,12/Aug/19 Aug,2361453657503474
No Money Lah by Yi Xuan,Big fan from Malaysia! Congrats and well done! :) Looking forward to more amazing comics! :),13/Aug/19 Aug,2361869887461851
Jian Kai Goh,CONGRATULATIONS!!   Thank you for all you’ve done to educate us!! Really appreciate it! Love what you guys are doing! 🙂,12/Aug/19 Aug,2361721270810046
Ho Kok Pin,,12/Aug/19 Aug,2361421037506736
Jieren Azrael Zheng,Well done guys.,12/Aug/19 Aug,2361499787498861
Saurav Ray,"Being a fan of financial planning and investing and also a huge DBZ nerd, your page brings me a lot of joy. All the best for your continued success!",13/Aug/19 Aug,2362244947424345
Eddy Tan,I would like to read more of reality about work and family life. Keep up the great work!,12/Aug/19 Aug,2361675404147966
Teo Alison,Yall are amazing! Keep up the great work,12/Aug/19 Aug,2361503670831806
Esther Lim Wan Qi,Congratulations!!!,12/Aug/19 Aug,2361606340821539
Lydia Shah,Well deserved!,12/Aug/19 Aug,2361516970830476
Mohd Faiz Fahmi,Your post had been shared by so many financial influencers..thats whay.. keep it up..,12/Aug/19 Aug,2361466560835517
Hazmi Thariq,You should thank marshmallow,12/Aug/19 Aug,2361416094173897
Jere Boam Atam,Those lit souls That don't need inheritance  Congratulations,12/Aug/19 Aug,2361494624166044
CK Lin,Does Facebook actually pay us for content creator and number of people on our page?,12/Aug/19 Aug,2361451477503692
Genna F Dacawe,Your works though some are really funny but it's reality so as we speak.♥️♥️for your contents.👏👏,12/Aug/19 Aug,2361421007506739
Hakeem Rahmat,Fresh take on finance matters!,12/Aug/19 Aug,2361716474143859
Zen Rogue Xuan,If only the post was talking about Bitcoin :'),12/Aug/19 Aug,2361417997507040
Eric Cultus,,12/Aug/19 Aug,2361537290828444
Jasraj Limbu,,12/Aug/19 Aug,2361455740836599
Jason Leow,,12/Aug/19 Aug,2361481887500651
Terry Teng,,12/Aug/19 Aug,2361467227502117
Beverly Liew,Hahahaha the marshmallow is on fyre,12/Aug/19 Aug,2361423317506508
Eric Leong,Kipidap...,12/Aug/19 Aug,2361610437487796
Rina Choo,Frank Aaron He  draw,12/Aug/19 Aug,2361782557470584
