User,Comment,Date,Comment_ID,User_Tagging,User_Tagging_Link
The Woke Salaryman,NEW POST (not this one) DROPPING TONIGHT  Our website: www.thewokesalaryman.com Our IG: https://www.instagram.com/thewokesalaryman Our Telegram channel: https://t.me/wokesalaryman,Aug/9/19 9,2359087191073454,"www.thewokesalaryman.com, https://www.instagram.com/thewokesalaryman, https://t.me/wokesalaryman","https://lm.facebook.com/l.php?u=http%3A%2F%2Fwww.thewokesalaryman.com%2F%3Ffbclid%3DIwAR0th3VKxwS4F_m045n0jByJMJLoHXtKYRz_OGy1l7Et8QF_iQwA4I3QzCE&h=AT1Uz5D74Nsqkgy3wLG80XyRRTjRdIPhOVmAqWTSN-Xv8NDJ3CiKU5IdOKnEePGqMt74e16X8ZzHa-dkdIJPdK4UAv8gS1JntMwXAEtkoTCiweNm5X_tmjqeibTUZ8OoGYHRQe3R1Q, https://lm.facebook.com/l.php?u=https%3A%2F%2Fwww.instagram.com%2Fthewokesalaryman%3Ffbclid%3DIwAR2muux-MgDm2erI7NiPiGHyt15FeWx1e7ruETuR3tb4EPsSikBjy4BsRN0&h=AT2vZEMMEFd4kY7ulkGPuGaINSWEDI6-bITGNHMqdhVizomIkBipQcgepKFa12O86QIbH_gTPOgw2CeKI8NZmkpjmoBh2ODqvxnbN9fCmW7TML9HpN2jn4PTAKs_gEu6s3LvK_ovHw, https://lm.facebook.com/l.php?u=https%3A%2F%2Ft.me%2Fwokesalaryman%3Ffbclid%3DIwAR2imuyUhZ2o_iUplHyQ8QUzgBaammFVevHQL02LtiIh6FDuSZmqblucmt4&h=AT3fgv1F-byWv4SoI6Wl2MbaODQ7fU1RDxt1GIbPrwCmldKPL6fabUIJItlL-mV4vlPODsJcvl4mH48VhwipzLYN544Y88IxECUV7SVI3ynpQOCB3PlfuHt14iBz1zU0ispMrjsJpw"
Ryan Ong,You forgot cynicism - a much needed and underrated quality among investors.,Aug/16/19 16,2364399720542201,,
Abdul Malik Mohammed Ghazali,"If these are the new 5Cs, then I guess I must be very blessed indeed!  But I’m not a salaryman. 😅",Aug/9/19 9,2359120997736740,,
Harold Doh,"Ironic...  This from the ""woke salaryman"" who uses the word ""woke"" to mean ""personal-finance aware"" unlike the rest of the world who uses it to mean ""socially aware of injustice""",Aug/9/19 9,2359154657733374,,
Xen GK,There was a time The 5B was  used in Malaysia. 😂  Bungalow Business BMW Bachelor Billionaire,Aug/9/19 9,2359090717739768,,
Sasigaran Arumugum,"Damn, this is spot on. I hope more people are woke on this subject!",Aug/9/19 9,2359156844399822,,
Mackenzie Teng,This is actually very realistic,Aug/10/19 10,2360180787630761,,
Francisca Lim,Your best post yet,Aug/9/19 9,2359302767718563,,
Lamunez De-Sainte Coquille,Exactly what people need and must do nowadays..,Aug/11/19 11,2360514040930769,,
Edward Wong,Sharon Lau Zhi Chee,Aug/12/19 12,2361454270836746,Sharon Lau Zhi Chee,/x3bakaQii?refid=52&ref=104&__tn__=R
Guan Sheng Lim,Ding Feng PhaiHu Qing Chang Logan,Aug/13/19 13,2362501850731988,"Ding Feng Phai, Hu Qing Chang Logan","/df.PHAI?refid=52&ref=104&__tn__=R, /qingchang?refid=52&ref=104&__tn__=R"
Chiang Zhen Hao,Geraldine Neo,Aug/9/19 9,2359270654388441,Geraldine Neo,/geraldineneo?refid=52&ref=104&__tn__=R
Saw Li Ying,Sajendraa Praakash Hong,Aug/9/19 9,2359127271069446,Sajendraa Praakash Hong,/SAJENDRAA?refid=52&ref=104&__tn__=R
Shizukesa Yuki,Ribka Melissa,Aug/9/19 9,2359334931048680,Ribka Melissa,/ribka.melissa.5?refid=52&ref=104&__tn__=R
Xue Ling,卓府,Aug/11/19 11,2360574674258039,卓府,/tohshienkhee.khee?refid=52&ref=104&__tn__=R
Jasmine Yeo,Quak Nelson,Aug/9/19 9,2359209867727853,Quak Nelson,/quak.nelson?refid=52&ref=104&__tn__=R
Niño Valencia,Olrac Najudpa Aicnelav DAn Valencia,Aug/11/19 11,2360707084244798,"Olrac Najudpa Aicnelav, DAn Valencia","/carlo.a.valencia?refid=52&ref=104&__tn__=R, /dahnv?refid=52&ref=104&__tn__=R"
