User,Comment,Date,Comment_ID,User_Tagging,User_Tagging_Link
DollarsandSense,Join us on Telegram ➡️ http://t.me/dollarsandsense,Oct/8/19 8,3140045902732125,http://t.me/dollarsandsense,https://lm.facebook.com/l.php?u=http%3A%2F%2Ft.me%2Fdollarsandsense%3Ffbclid%3DIwAR2unKaAuEe3sWXhu7AAGVmahSzewFDNZqZ_EyxHXPuRqFxTHp7EdwFs_AM&h=AT0tJ_DwvxoL6rY_Q2iOzI3GqnlDkTLekoqnH7RXROFnwJbTdkODyNQfCB7YEgL0Qg1fcOvVr45wfBNijOrpSlW1jF_yBmTpQif4hMs4tLTx2ZUi67K2YmgNBbKgTVBX7STCEV8eTQ
Sk Tan,The irony is this loophole only helps to make the rich richer 😂,Oct/8/19 8,3139070656162983,,
Teng K.S.,Qué Sera Sera,Oct/17/19 17,3166555673414481,,
Patsy Sim,🙏🥰💖,Oct/18/19 18,3169362843133764,,
Lixia Guo,,Oct/17/19 17,3167822723287776,,
Lixia Guo,,Oct/17/19 17,3167823136621068,,
Lixia Guo,,Oct/17/19 17,3167823129954402,,
Lixia Guo,,Oct/17/19 17,3167823473287701,,
Lixia Guo,,Oct/17/19 17,3167823156621066,,
Lixia Guo,,Oct/17/19 17,3167822786621103,,
Lixia Guo,,Oct/17/19 17,3167822836621098,,
Lixia Guo,,Oct/17/19 17,3167822713287777,,
Lixia Guo,,Oct/17/19 17,3167823406621041,,
Patsy Sim,,Oct/18/19 18,3169363003133748,,
Thiam-Huat Ang,When life is styled with core inflation.,Oct/28/19 28,3200004350069613,,
Boe Sison,Inflation is overrated. It is always used to spook a lot of people. sensible spending and passive incomes are the solution.,Oct/16/19 16,3164789820257733,,
Sk Tan,This is now in Sunday Times http://smartinvesting18.blogspot.com/2019/10/how-to-stop-sa-to-ra-transfer-at-55.html,Oct/21/19 21,3178092635594118,http://smartinvesting18.blogspot.com/2019/10/how-to-stop-sa-to-ra-transfer-at-55.html,https://lm.facebook.com/l.php?u=https%3A%2F%2Fsmartinvesting18.blogspot.com%2F2019%2F10%2Fhow-to-stop-sa-to-ra-transfer-at-55.html%3Ffbclid%3DIwAR1uZnQ3Nz_tPJTgbLk6NX4BMTXTXWJGnm3KrFvhnuKGyZtAFAsH1suZVIM&h=AT1pKIUHN_WPaGFqH1eDZjYX2bgdOM8UNnuNzm4fq6LRWTHA6IGeyY7i7a0MgysPvwJrVDBEZNm9VKErZMmRnn35FIx4oqIvefHn99QX2_lxmR00GwEdfrxDRSsn1IsUvJdYY-GhPQ
August Jas,阿財？,Oct/28/19 28,3200242100045838,,
