User,Comment,Date,Comment_ID
DollarsandSense,Access exclusive first-hand updates and insights on Telegram 👉 http://t.me/dollarsandsense,1/Jul/19 Jul,2875431432526908
AKu Azfar,Attend RT : $15 Per session,1/Jul/19 Jul,2875089099227808
Ben Kwan CW,if only there was range every year 😙,1/Jul/19 Jul,2875604042509647
Colin Lim,Haiz... Promotion no incentives.. 😂,1/Jul/19 Jul,2874991429237575
Sabrina Ramlee,u want to be good example right Yong Chun,2/Jul/19 Jul,2876021459134572
Joanna Ash,Joel Ash,1/Jul/19 Jul,2875468552523196
Deepa Thangamani,Sakthivel Callahan Kunasegaran,2/Jul/19 Jul,2876521819084536
Joanna Chan,Mark Wong,2/Jul/19 Jul,2877701322299919
Esther Teo,Nurudin Samsudin Daniel Loo Arman Harith Syahir Abdul Alim Eugene Neo,5/Jul/19 Jul,2884944761575575
Jasmine Tay,Tze Han Hoe,2/Jul/19 Jul,2876590025744382
Cadence Lee,Felis Lim,4/Jul/19 Jul,2881976421872409
Alyssa Sofia,Belinda Neo Jia Qi,4/Jul/19 Jul,2883071468429571
Kho Jialing,Thaddeus Tan,1/Jul/19 Jul,2875063145897070
Daniel Tan,Lau Wei Zhi encik must know,1/Jul/19 Jul,2875135699223148
Kaelyn Wong,Calvin Lee,1/Jul/19 Jul,2875038242566227
June Mak,Kenneth Lum,7/Jul/19 Jul,2889856097751108
Edward Chan,Don Tay Douglas Lim Ang WeeTong Ashton Goh,3/Jul/19 Jul,2880729341997117
Kwek We Heong,Why those born in the 1949 onwards not entitle to this ?,2/Jul/19 Jul,2877313349005383
