User,Comment,Date,Comment_ID,User_Tagging,User_Tagging_Link
DollarsandSense,Here’s the handy housing budget calculator used by the couples: https://www.mnd.gov.sg/yourhousingjourney/home-loan-estimator.html  Access exclusive first-hand updates and insights on Telegram 👉 http://t.me/dollarsandsense,Jul/8/19 8,2892662227470495,"https://www.mnd.gov.sg/yourhousingjourney/home-loan-estimator.html, http://t.me/dollarsandsense","https://lm.facebook.com/l.php?u=https%3A%2F%2Fwww.mnd.gov.sg%2Fyourhousingjourney%2Fhome-loan-estimator.html%3Ffbclid%3DIwAR1JsGPgwDWoZ7aQYddSnB9qwqb2WQVU_gNO9dUt7Yw5phk6ObKTtoqJw98&h=AT0qmhcUcMqe1EGPi-mh5CI4iP9hYPtcoXxKsew24uRcHl7Wb4coUQE6NWwrcv26O1Dy3-6saNBdpkv6pq7O1-4V3AfFr_RcnlQlUSE_mfLNJQk5ArPUG-vmjGNr_AkbEJoaXews7w, https://lm.facebook.com/l.php?u=http%3A%2F%2Ft.me%2Fdollarsandsense%3Ffbclid%3DIwAR3KOf5PI7Cb_hygd3PA_YOqZ1ihXb9ZqO6VCdQjJzyWhmLBjdDFpRKERr8&h=AT0tmTByrz4oFOIGIUhWNgdkUZh4nj3cD1a8J1zUTriBDKKPGSZiGxb-LPuQeo6VsAFN47ar0DX5F7vcas-qxnn7sfq36-xzSXeekKQV3YqVOeAVfVQHWbI5ujw2xuxnhWygLlGaBA"
Melanie Lim,Waiyee Cheang is that your sister!! 😮,Jul/11/19 11,2900107880059263,Waiyee Cheang,/waiyeed?refid=52&ref=104&__tn__=R
Eunice Ng,Macauly Yap,Jul/9/19 9,2894007080669343,Macauly Yap,/profile.php?id=100017704878356&refid=52&ref=104&__tn__=R
Hayley Grace Ng,Venus Dawson Lim,Jul/8/19 8,2893159247420793,Venus Dawson Lim,/venusdawsonlimTehC?refid=52&ref=104&__tn__=R
Lawrence Justin,Christina Lawrence,Jul/10/19 10,2897223687014349,Christina Lawrence,/christine.lawzproperty?refid=52&ref=104&__tn__=R
Kely Kaili,Lucas Chua,Jul/9/19 9,2896168217119896,Lucas Chua,/lucas.sacul.5?refid=52&ref=104&__tn__=R
Azra Pilapil,Louis,Jul/10/19 10,2897594210310630,Louis,/5louisang5?refid=52&ref=104&__tn__=R
Siti Hanifah Rosley,Hidayat Khan,Jul/9/19 9,2895773060492745,Hidayat Khan,/muhd.hidayat.98?refid=52&ref=104&__tn__=R
Haziq Zaid,Xuanning Neo,Jul/12/19 12,2903531816383536,Xuanning Neo,/xuanninqq?refid=52&ref=104&__tn__=R
Kumaran Mani,Jay Ram hahahaa nice one bro!,Sep/14/19 14,3072246796178703,Jay Ram,/ram.jay.146?refid=52&ref=104&__tn__=R
