User,Comment,Date,Comment_ID
DollarsandSense,Join us on Telegram ➡️ http://t.me/dollarsandsense,30/Sep/19 Sep,3116521625084553
William Seah,"I see cpf as a tool. It has pretty decent yields and for a short term no risk yield it’s a no brainer for me. Except for the liquidity issue.  The problem is people without liquidity will struggle a lot more. We don’t have the mental capacity to look beyond the immediate struggle; if liquidity is our biggest fear then cpf fails, no matter it’s benefits.   Ultimately the steps to reassure people is to focus on what cpf does (lifetime payout) and admitting what it doesn’t do. It is not a lump sum payout. It is not to buy your holiday home, your second spouse or whatever. It’s to make sure you can afford to live simply. Nothing more.",30/Sep/19 Sep,3116820191721363
Ricky Chan,"I share some of the writer’s opinion.  Except the part where CPF must stick by their own rules. I think they have stuck to the rules. Except that my view may not be the true reality. I believe some cohort used to take all their CPF at 55? I believe back then, people generally have a shorter life span. For the government and CPF not to adjust is inaction and failing of the government.  Even adjustment of minimum sum is just now enough if we want to stick to our own current lifestyle.   But I belong to the 1M65 thru hardwork, falls, failures, retrenchment and simple life.",30/Sep/19 Sep,3116932385043477
TommyEve Tee,I want cpf out at 55 or removal of accured interest if not out by 55! I am NOT interested in CPF Life! ... refer to invest myself!,30/Sep/19 Sep,3116632351740147
Samantra Ok,I do not think it is appropriate to transfer members' private savings into a social savings pool without their consents.,30/Sep/19 Sep,3116649898405059
Clifford Chan,It shd b at one choice cos every1 got diff needs at 55 & beyond. Let them decide on their own whether in or out or half cash half in CPF life 🤨,30/Sep/19 Sep,3116708271732555
Jackie Lee Choon Yau,"This is why some OECD countries of advanced democracy are facing these days. Insolvency. Our current and future government should take serious note at the lessons by other states that have been thru our journey and educate our small nation on the range of cause and effects. Yes, it's a thankless job but it is required of any good government focusing on the longer term for her people.",30/Sep/19 Sep,3116539401749442
Sk Tan,"I want an option to join CPF Life or RSS, not forced to join CPF Life only",30/Sep/19 Sep,3116499015086814
Sk Tan,"I interpret as Option to withdraw any or all  at 55 or thereafter, not forced to withdraw all at 55.",30/Sep/19 Sep,3116496631753719
Jack Tan,Sivakumaran Chellappa Prabu Ramachandran,1/Oct/19 Oct,3119772818092767
Ronald Ng,Withdraw all at 55 for certain pp can lead them to beg $ from friends/relatives or sell tissue papers,30/Sep/19 Sep,3117745864962129
Ronnie RW,1M65....,1/Oct/19 Oct,3119139781489404
